36.8,13.4,27.5,29.1,21.2,47.8,18.8,9.6,14.9,15.8,12.0,22.8,3.2,7.0,2.4,11.1,1.8,15.6
BAY-2022_03_18-050C,BAY-2022_03_18-050P,BAY-2022_03_18-075C,BAY-2022_03_18-075P,BAY-2022_03_18-100C,BAY-2022_03_18-100P,SAN-2022_03_18-040C,SAN-2022_03_18-040P,SAN-2022_03_18-050C,SAN-2022_03_18-050P,SAN-2022_03_18-060C,SAN-2022_03_18-060P,ING-2022_03_18-015C,ING-2022_03_18-015P,ING-2022_03_18-020C,ING-2022_03_18-020P,ING-2022_03_18-025C,ING-2022_03_18-025P
36.9,13.4,27.7,29.1,21.4,47.8,18.8,9.7,15.0,15.7,12.0,22.8,3.3,7.0,2.4,11.1,1.8,15.5
BAY-2022_03_18-050C,BAY-2022_03_18-050P,BAY-2022_03_18-075C,BAY-2022_03_18-075P,BAY-2022_03_18-100C,BAY-2022_03_18-100P,SAN-2022_03_18-040C,SAN-2022_03_18-040P,SAN-2022_03_18-050C,SAN-2022_03_18-050P,SAN-2022_03_18-060C,SAN-2022_03_18-060P,ING-2022_03_18-015C,ING-2022_03_18-015P,ING-2022_03_18-020C,ING-2022_03_18-020P,ING-2022_03_18-025C,ING-2022_03_18-025P
36.1,13.6,26.9,29.4,20.7,48.2,18.4,9.8,14.6,15.9,11.7,23.0,3.4,7.0,2.4,11.1,1.8,15.5
BAY-2022_03_18-050C,BAY-2022_03_18-050P,BAY-2022_03_18-075C,BAY-2022_03_18-075P,BAY-2022_03_18-100C,BAY-2022_03_18-100P,SAN-2022_03_18-040C,SAN-2022_03_18-040P,SAN-2022_03_18-050C,SAN-2022_03_18-050P,SAN-2022_03_18-060C,SAN-2022_03_18-060P,ING-2022_03_18-015C,ING-2022_03_18-015P,ING-2022_03_18-020C,ING-2022_03_18-020P,ING-2022_03_18-025C,ING-2022_03_18-025P
36.0,13.5,26.8,29.4,20.7,48.2,18.3,9.7,14.6,15.9,11.7,23.0,3.3,7.0,2.4,11.1,1.8,15.5
BAY-2022_03_18-050C,BAY-2022_03_18-050P,BAY-2022_03_18-075C,BAY-2022_03_18-075P,BAY-2022_03_18-100C,BAY-2022_03_18-100P,SAN-2022_03_18-040C,SAN-2022_03_18-040P,SAN-2022_03_18-050C,SAN-2022_03_18-050P,SAN-2022_03_18-060C,SAN-2022_03_18-060P,ING-2022_03_18-015C,ING-2022_03_18-015P,ING-2022_03_18-020C,ING-2022_03_18-020P,ING-2022_03_18-025C,ING-2022_03_18-025P
36.2,13.5,27.0,29.4,20.8,48.2,18.4,9.7,14.6,15.9,11.7,23.0,3.3,7.0,2.4,11.1,1.8,15.5
BAY-2022_03_18-050C,BAY-2022_03_18-050P,BAY-2022_03_18-075C,BAY-2022_03_18-075P,BAY-2022_03_18-100C,BAY-2022_03_18-100P,SAN-2022_03_18-040C,SAN-2022_03_18-040P,SAN-2022_03_18-050C,SAN-2022_03_18-050P,SAN-2022_03_18-060C,SAN-2022_03_18-060P,ING-2022_03_18-015C,ING-2022_03_18-015P,ING-2022_03_18-020C,ING-2022_03_18-020P,ING-2022_03_18-025C,ING-2022_03_18-025P
36.1,13.5,27.0,29.4,20.8,48.2,18.4,9.7,14.6,15.9,11.7,23.0,3.3,7.0,2.4,11.1,1.8,15.5
BAY-2022_03_18-050C,BAY-2022_03_18-050P,BAY-2022_03_18-075C,BAY-2022_03_18-075P,BAY-2022_03_18-100C,BAY-2022_03_18-100P,SAN-2022_03_18-040C,SAN-2022_03_18-040P,SAN-2022_03_18-050C,SAN-2022_03_18-050P,SAN-2022_03_18-060C,SAN-2022_03_18-060P,ING-2022_03_18-015C,ING-2022_03_18-015P,ING-2022_03_18-020C,ING-2022_03_18-020P,ING-2022_03_18-025C,ING-2022_03_18-025P
36.1,13.5,27.0,29.4,20.8,48.2,18.4,9.7,14.6,15.9,11.7,23.0,3.3,7.0,2.4,11.1,1.8,15.6
