BAYER50,BAYER75,BAYER100,SAN40,SAN50,SAN60,ING15,ING20,ING25
37.26647197185377,22.80000000186185,11.808112777435568,19.09564393311276,12.59999992347352,7.424663348464028,3.7499999865380804,1.8498124160860492,0.7384976254829532
BAYER50,BAYER75,BAYER100,SAN40,SAN50,SAN60,ING15,ING20,ING25
37.070802807576236,22.60000000173868,11.627382689071798,18.932356750353073,12.549999873869842,7.33506088950767,3.749999868949726,1.9242370350785358,0.7675760751010694
BAYER50,BAYER75,BAYER100,SAN40,SAN50,SAN60,ING15,ING20,ING25
37.151392841649404,22.600000001732663,11.729085012185358,18.887620062418115,12.39999988467776,7.346367964948557,3.6999998980255695,1.9242370350553024,0.7675760752970449
BAYER50,BAYER75,BAYER100,SAN40,SAN50,SAN60,ING15,ING20,ING25
37.485113829373574,22.89999172861769,11.87185607095488,19.065594669119292,12.599999941882391,7.413250688577431,3.6999999669412778,1.8625762659855494,0.7905337551676681
BAYER50,BAYER75,BAYER100,SAN40,SAN50,SAN60,ING15,ING20,ING25
37.62888875860476,22.999992696449326,11.958562019770586,19.095643932913752,12.599999923131213,7.424663348436914,3.7499999989664947,1.8726841217657815,0.745766716263699
BAYER50,BAYER75,BAYER100,SAN40,SAN50,SAN60,ING15,ING20,ING25
37.588655921399166,22.999992695649098,11.958562019793327,19.11026681922513,12.599999941856352,7.4132506884837674,3.799999945518313,1.8625762660027747,0.790533755295934
BAYER50,BAYER75,BAYER100,SAN40,SAN50,SAN60,ING15,ING20,ING25
37.36439044561473,22.74999206246633,11.87185606859267,19.006256399537282,12.44999992987195,7.323695014614158,3.6499999744995426,1.8138100514788125,0.7530682852231008
BAYER50,BAYER75,BAYER100,SAN40,SAN50,SAN60,ING15,ING20,ING25
37.467969137310476,22.799993081717588,11.856508167859992,19.050950084104723,12.499999927678072,7.323695014691555,3.7999999971845853,1.830401912611899,0.7532716736378247
BAYER50,BAYER75,BAYER100,SAN40,SAN50,SAN60,ING15,ING20,ING25
37.467969136461214,22.799993081423374,11.856508167730205,19.050950084551207,12.599999923565864,7.424663349072121,3.7999999985332913,1.9478762778712677,0.7756807173551357
BAYER50,BAYER75,BAYER100,SAN40,SAN50,SAN60,ING15,ING20,ING25
37.525358792416014,22.899991725660694,11.871856068425082,19.050950084079986,12.599999923356615,7.424663348405264,3.7999999826837074,1.8498124161013516,0.8134974257381618
BAYER50,BAYER75,BAYER100,SAN40,SAN50,SAN60,ING15,ING20,ING25
37.3355398489652,22.80000000174806,11.713899146709302,18.717004103387055,12.299999797573845,7.273606070283044,3.8499999931824003,1.9841627457650155,0.7607588768017093
BAYER50,BAYER75,BAYER100,SAN40,SAN50,SAN60,ING15,ING20,ING25
37.25496743428826,22.700000001736758,11.81572238490374,18.887620061732925,12.399999884455905,7.34636796496315,3.9499999967497814,1.921723025955043,0.8594137288394603
BAYER50,BAYER75,BAYER100,SAN40,SAN50,SAN60,ING15,ING20,ING25
37.42181472449509,22.799990642360054,11.785226921297134,18.946931549278087,12.499999905486114,7.335060888723293,3.899999999448856,2.0070285232759657,0.8052836449256424
BAYER50,BAYER75,BAYER100,SAN40,SAN50,SAN60,ING15,ING20,ING25
37.52535879241627,22.899991718264396,11.871856067474159,18.954240116392622,12.499999917279132,7.278957014281456,4.049999999810439,2.043049731551978,0.8275330915532586
BAYER50,BAYER75,BAYER100,SAN40,SAN50,SAN60,ING15,ING20,ING25
37.48511382969297,22.899991717812252,11.82087339863557,18.85018516926907,12.399999898574498,7.340721731250408,3.8499999963135623,1.9283154552659934,0.7906698555251268
BAYER50,BAYER75,BAYER100,SAN40,SAN50,SAN60,ING15,ING20,ING25
37.588655921517805,22.94999278546101,11.95856201823586,19.00625639890607,12.499999927654299,7.323695014660306,3.8999999994474863,2.0070285233192378,0.8052836449303369
BAYER50,BAYER75,BAYER100,SAN40,SAN50,SAN60,ING15,ING20,ING25
37.628888758948506,22.99999268726309,11.958562018604841,19.00625639919721,12.549999925513816,7.323695019224747,3.999999997746606,2.013739515655014,0.8904431682517147
BAYER50,BAYER75,BAYER100,SAN40,SAN50,SAN60,ING15,ING20,ING25
37.62888875878866,22.999992686932792,11.892131149182553,19.095643932531402,12.549999925503487,7.42466334844238,3.899999999442771,2.0070285232853777,0.8364597115295112
BAYER50,BAYER75,BAYER100,SAN40,SAN50,SAN60,ING15,ING20,ING25
37.508196102192336,22.79999307321586,11.85650816692359,19.00625639915507,12.49999992763352,7.424663348500083,3.8999999913071672,1.9084262668003351,0.805283644890399
BAYER50,BAYER75,BAYER100,SAN40,SAN50,SAN60,ING15,ING20,ING25
37.421814724329735,22.799990639427502,11.887165528590245,19.00625639914851,12.599999923330952,7.424663348438456,3.8999999994437564,1.95762649557041,0.8052836448620233
BAYER50,BAYER75,BAYER100,SAN40,SAN50,SAN60,ING15,ING20,ING25
37.30674935343687,22.700000001277797,11.757186702205825,18.946931549134547,12.54999990265593,7.335060888750329,3.900000000054189,1.9934826885997694,0.7895736862364173
BAYER50,BAYER75,BAYER100,SAN40,SAN50,SAN60,ING15,ING20,ING25
35.838949109187084,21.700000001682465,11.141675227010968,18.338143120095786,12.049999509050838,7.021851109441798,3.8499999980428012,1.9709683475660347,0.8209117819617053
BAYER50,BAYER75,BAYER100,SAN40,SAN50,SAN60,ING15,ING20,ING25
36.172857313679124,21.700000001191928,11.08313591543098,18.33814311998302,12.049999508518681,7.02185110840065,3.849999999650753,1.9084262667585987,0.8052836437067175
BAYER50,BAYER75,BAYER100,SAN40,SAN50,SAN60,ING15,ING20,ING25
